estado	municipio	parroquia	centro	cod_centro	votosGPP2017	votosMUD2017	votosOTHER2017	votantesx2017	nulos2017	no_sustituidos_sum2017	reubicado_g2017	turnout2017	abstention2017	MUDshare2017	validos2017	votantes2015	abstencion2015	turnout2015	MUDshare2015	MUDshare2013	MCMshare2012
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"MODULO COMUNAL LA MURALLA"	"140706010"	496	563	25	1589	5	6	0	.6853367	.3146633	.4575646	1084	1263	.216987	.783013	.6273393	.5215133	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"JARDIN DE INFANCIA NACIONAL ADRIANA RENGEL DE SEQUERA"	"140706011"	574	728	31	1848	4	5	0	.7234849	.2765151	.4306076	1333	1532	.1781116	.8218884	.6232371	.5382225	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE FORMACIÃN INTEGRAL PARA EL TRABAJO"	"140706012"	496	662	37	1682	1	5	0	.7110583	.2889417	.4150628	1195	1367	.1996487	.8003513	.6249056	.5477622	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"UNIDAD EDUCATIVA COLEGIO PRIVADO DOCTOR JOSÃ GIL FORTOUL"	"140706013"	359	791	18	1648	1	5	0	.7093447	.2906553	.307363	1168	1390	.1626506	.8373494	.7330883	.6412894	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"JARDIN DE INFANCIA CARMEN VERONICA CUELLO"	"140706014"	369	517	36	1253	1	13	0	.7366321	.2633679	.4002169	922	1064	.1562252	.8437748	.6431335	.5751575	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA NACIONAL ADRIANA RENGEL DE SEQUERA"	"140706015"	969	1293	48	3418	0	6	0	.6758338	.3241662	.4194805	2310	2702	.2168116	.7831884	.630303	.5130112	.0233801
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"COMPLEJO EDUCATIVO NACIONAL MANOLA LUNA SILVA"	"140706016"	738	1067	37	2508	2	10	0	.7352472	.2647528	.4006515	1842	2067	.176494	.823506	.6235	.5619266	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"LICEO NACIONAL FELIX ARMANDO NUÃEZ BEAPERTHUY"	"140706017"	737	1094	44	2593	2	8	0	.7238719	.2761281	.3930667	1875	2146	.1607352	.8392648	.6661898	.567804	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA BASICA MARIO BRICEÃO IRAGORRI"	"140706018"	915	1094	41	2826	1	7	0	.7257608	.2742392	.4463415	2050	2375	.1654954	.8345046	.6154839	.5296208	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"COMPLEJO EDUCATIVO NACIONAL JOSE ANGEL MEZA VERDE"	"140706019"	951	1162	57	3046	3	12	0	.7133946	.2866054	.4382488	2170	2424	.1796954	.8203046	.6314444	.5190628	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA NACIONAL  MIGUEL EDUARDO TURMERO"	"140706020"	1361	2010	93	4871	7	18	0	.7125847	.2874153	.3928984	3464	4048	.1631176	.8368824	.6683596	.5564329	.0211234
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"LICEO NACIONAL LOS GUARITOS"	"140706021"	1071	1601	97	4137	6	18	0	.6707759	.3292241	.3867822	2769	3433	.157546	.842454	.6702768	.5529212	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE EDUCACIÃN INICIAL ALTO DE LOS GODOS I"	"140706022"	168	643	12	1156	0	2	0	.7119377	.2880623	.2041312	823	983	.1481802	.8518198	.8267223	.7536946	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE EDUCACIÃN INICIAL ALTO DE LOS GODOS 2"	"140706023"	134	515	9	914	0	5	0	.7199125	.2800875	.2036474	658	759	.175	.825	.8235294	.7609512	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA BASICA VICTORIA RAMIREZ MOLINOS"	"140706024"	523	1711	40	3337	1	11	0	.6817501	.3182499	.2299912	2274	2779	.1588983	.8411017	.8029304	.7425213	.0305132
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA  APOLINAR CANTOR"	"140706025"	1031	849	64	2838	3	10	0	.6860465	.3139535	.5303498	1944	2121	.2454643	.7545357	.533919	.4129794	.0183727
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO NACIONAL EDUCATIVO CRUZ FIGUERA RONDON"	"140706026"	841	545	41	2192	0	3	0	.6510037	.3489963	.5893483	1427	2175	.2681696	.7318304	.5232558	.3789351	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"COMPLEJO EDUCATIVO NACIONAL FRANCISCO VERDE"	"140706027"	1160	883	109	3195	1	18	0	.6738654	.3261346	.5390335	2152	2426	.2373468	.7626532	.5283673	.4011998	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DEL NIÃO Y LA FAMILIA BOLIVARIANO PRADO DEL SUR"	"140706028"	703	263	12	1446	0	3	0	.6763486	.3236514	.7188139	978	979	.2812041	.7187959	.4210526	.3154472	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DEL NIÃO Y LA FAMILIA BOLIVARIANO NUEVO HORIZONTE"	"140706029"	854	708	35	2326	3	11	0	.6878762	.3121238	.5347527	1597	1771	.2395878	.7604122	.5545135	.4233955	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DEL NIÃO Y LA FAMILIA BOLIVARIANO BELLOS HORIZONTES"	"140706030"	457	91	15	775	2	3	0	.7290323	.2709677	.8117229	563	568	.2642487	.7357513	.2554348	.1926298	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA BASICA BOLIVAR"	"140706031"	419	182	23	899	0	1	0	.6941046	.3058954	.6714743	624	737	.18202	.8179801	.3994334	.3394625	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA  JUANA RAMIREZ"	"140706032"	908	394	15	1795	2	1	0	.7348189	.2651811	.6894457	1317	1366	.2135866	.7864134	.4327666	.3167236	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA BASICA MARLENE SEQUEA DE CAMPOS"	"140706033"	844	390	22	1905	1	3	0	.6598425	.3401575	.6719745	1256	1423	.2478858	.7521142	.4280303	.3501078	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA INICIAL NACIONAL BRISAS DEL MORICHAL"	"140706034"	512	222	18	1038	3	2	0	.7273603	.2726397	.680851	752	784	.2237624	.7762376	.4697368	.352	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"COLEGIO BOLIVARIANO DOCTOR ARTURO USLAR PIETRI"	"140706035"	1014	405	25	1919	3	3	0	.7540386	.2459614	.7022161	1444	1544	.1822034	.8177966	.4021448	.3768116	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"LICEO BOLIVARIANO GILDA RAMIREZ"	"140706036"	652	484	20	1742	1	2	0	.6641791	.3358209	.5640138	1156	1291	.2156744	.7843257	.5957792	.4533333	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA BASICA COLINAS DEL PARAMACONI"	"140706037"	195	136	6	484	2	1	0	.7004132	.2995868	.578635	337	360	.2035398	.7964602	.4774011	.3579545	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA NACIONAL BATALLA DE LOS GODOS"	"140706038"	797	195	30	1494	1	12	0	.6847389	.3152611	.7798434	1022	1102	.2745227	.7254773	.2854442	.2210835	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA NACIONAL  ALI PRIMERA"	"140706042"	107	24	5	198	0	1	0	.6868687	.3131313	.7867647	136	129	.3210526	.6789473	.2941177	.1370558	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA BASICA PRIMARIA ARTURO USLAR PIETRI"	"140706043"	191	56	5	337	0	1	0	.7477745	.2522255	.7579365	252	249	.1941748	.8058252	.4017094	.3247423	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DEL NIÃO Y LA FAMILIA SIMONCITO MOSCU"	"140706045"	317	124	7	616	0	0	0	.7272727	.2727273	.7075893	448	457	.1968366	.8031634	.4208145	.2826087	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA NACIONAL CRUZ HERNANDEZ QUIJADA"	"140706046"	376	322	18	980	0	5	0	.7306122	.2693878	.5251397	716	761	.1790723	.8209277	.5605442	.4468413	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"COMPLEJO EDUCATIVO NACIONAL LA NEGRA MATEA"	"140706047"	918	274	54	1977	1	2	0	.6307537	.3692463	.7367576	1246	1395	.1851636	.8148364	.3012869	.2251539	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"LICEO NACIONAL BATALLA DE LA VICTORIA"	"140706048"	1374	422	67	2490	1	8	0	.7485944	.2514056	.7375202	1863	2029	.1694638	.8305362	.2982731	.2089972	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA PRIMARIA NACIONAL CACIQUE GUANAGUANAI"	"140706051"	541	111	13	923	0	2	0	.7204767	.2795233	.8135338	665	736	.1578947	.8421053	.2682584	.1474359	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA INICIAL NACIONAL REPUBLICA DE VENEZUELA"	"140706052"	214	96	5	457	0	0	0	.6892779	.3107221	.6793651	315	385	.1269841	.8730159	.4015957		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO PREESCOLAR EDUCATIVO  PADRE LUIS ANTONIO ORMIERES"	"140706053"	176	135	5	454	0	1	0	.6960353	.3039647	.556962	316	371	.1899563	.8100437	.5451977		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"ESCUELA BASICA PRADO DEL SUR"	"140706055"	162	39	2	284	0	0	0	.7147887	.2852113	.7980295	203	214	.2074074	.7925926	.3188406		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE EDUCACION INICIAL HEROES DE AYACUCHO"	"140706056"	255	219	10	693	0	3	0	.6984127	.3015873	.5268595	484	587	.1517341	.8482659	.5376533		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACION EL SOBERANO"	"140706057"	253	21	2	334	0	1	0	.8263473	.1736527	.9166667	276	260	.1875	.8125	.1619433		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACIÃN VILLA LAS AMERICAS"	"140706058"	275	31	3	382	1	1	0	.8115183	.1884817	.8899676	309	239	.134058	.865942	.2133333		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACIÃN SAGRADO CORAZON DE JESUS II"	"140706059"	199	36	7	327	1	2	0	.7431192	.2568808	.822314	242	261	.1661342	.8338658	.2674897		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACIÃN LA PRADERA"	"140706060"	204	19	5	277	1	0	0	.8267148	.1732852	.8947368	228	227	.1623616	.8376384	.1990291		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACIÃN LA PASTORA"	"140706061"	167	10	2	227	1	0	0	.7929515	.2070485	.9329609	179	177	.1323529	.8676471	.1582278		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACIÃN BRISAS DE VENEZUELA"	"140706062"	267	20	4	357	0	1	0	.8151261	.1848739	.9175258	291	302	.1468927	.8531073	.2055749		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACIÃN ALI PRIMERA II"	"140706063"	208	39	7	352	0	1	0	.7215909	.2784091	.8188977	254	289	.1789773	.8210227	.2036364		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. ALTOS DE LOS GODOS"	"CENTRO DE VOTACION SAN RAFAEL"	"140706064"	319	49	5	481	0	2	0	.7754678	.2245322	.8552279	373	327	.1658163	.8341837	.2460064		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BÃSICA ELSA BIONDI DE RIVERO"	"140707001"	905	323	16	1830	0	8	0	.6797814	.3202186	.727492	1244	1271	.3004953	.6995047	.3528925	.2745411	.0366972
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BÃSICA BOLIVARIANA GUAYABAL"	"140707002"	489	243	15	1114	0	9	0	.6705565	.3294435	.6546185	747	779	.2937443	.7062557	.3577128	.2745342	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BASICA ANDRES BELLO"	"140707003"	927	695	29	2508	2	11	0	.6590909	.3409091	.5614779	1651	1792	.2814755	.7185245	.5464098	.4661694	.0299401
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BASICA BOLIVARIANA DEL ZAMURO"	"140707004"	354	135	4	734	0	1	0	.6716622	.3283378	.7180527	493	542	.2675676	.7324324	.3250478	.2405063	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BASICA CARMEN HERNANDEZ DE MILANO"	"140707005"	389	189	3	870	1	1	0	.6689655	.3310345	.6695353	581	592	.3163972	.6836028	.3896104	.3236246	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BASICA FELIX ARMANDO NUÃEZ BEAPERTHUY"	"140707006"	866	809	36	2532	9	15	0	.6793049	.3206951	.5061368	1711	1846	.2715075	.7284925	.5986159	.5040728	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BÃSICA LUISA TERESA SOSA"	"140707007"	609	1619	49	3627	2	18	0	.628343	.371657	.2674572	2277	2676	.2461972	.7538028	.7814772	.7279597	.0543057
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"LICEO SIMÃN BOLÃVAR"	"140707008"	1620	1793	82	5241	9	25	0	.6685747	.3314253	.4635193	3495	3978	.2235019	.7764981	.6519151	.5429127	.0305585
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BÃSICA LUISA BELTRANA DE FIGUEROA"	"140707009"	1230	828	43	3160	9	15	0	.6677215	.3322785	.5854355	2101	2267	.2759502	.7240498	.483209	.36238	.05939
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BASICA MENCA DE LEONI"	"140707010"	1197	907	42	3237	8	11	0	.665431	.334569	.5577819	2146	2453	.2498471	.7501529	.5402843	.4098479	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"UNIDAD EDUCATIVA LUISA JIMENEZ DE CANELON"	"140707011"	801	624	25	2135	4	9	0	.6810305	.3189695	.5524138	1450	1585	.2502365	.7497635	.5125424	.4450617	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA RURAL BOLIVARIANA SAN LUIS"	"140707012"	234	216	12	594	0	3	0	.7777778	.2222222	.5064935	462	506	.1169284	.8830715	.5769231	.4618834	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"UNIDAD EDUCATIVA BOLIVARIANA TIPURO 2"	"140707013"	213	173	14	613	0	7	0	.6525285	.3474715	.5325	400	487	.1923715	.8076285	.5842217	.5253906	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BASICA BOLIVARIANA LA SARRAPIA"	"140707014"	291	319	31	873	0	5	0	.7342497	.2657503	.4539782	641	734	.1415205	.8584795	.5682451	.5068285	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BÃSICA RURAL SANTA ELENA DE VIBORAL"	"140707015"	512	1404	44	3271	5	16	0	.6007337	.3992663	.2612245	1960	2536	.2094763	.7905237	.8003227	.6901692	.0301318
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"LICEO NACIONAL SALVADOR ALLENDE"	"140707016"	643	426	16	1526	0	2	0	.7110091	.2889909	.5926268	1085	1187	.1808144	.8191856	.5162709	.3803738	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BÃSICA DOCTOR. LUIS BELTRAN PRIETO FIGUEROA"	"140707017"	351	269	10	918	3	2	0	.6895425	.3104575	.5571429	630	734	.1862528	.8137472	.5789474	.4957627	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA PRIMARIA NACIONAL EL AMBIENTE"	"140707018"	240	184	8	687	0	3	0	.628821	.371179	.5555556	432	575	.1654572	.8345428	.5698529	.4514852	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA PUBLICA NACIONAL GABRIELA MISTRAL"	"140707020"	281	76	8	503	0	3	0	.7256461	.2743539	.769863	365	388	.224	.776	.2409972	.1731343	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA PRIMARIA NACIONAL BOLIVARIANA LA SABANA DEL ZORRO"	"140707021"	419	174	10	913	1	5	0	.6615553	.3384447	.694859	603	651	.2568493	.7431507	.3737864	.2922636	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BASICA AGUA CLARA"	"140707022"	257	65	4	440	2	3	0	.7454545	.2545455	.7883435	326	357	.1830664	.8169336	.2790698	.2566372	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA BÃSICA EL RINCÃN DEL COSTO"	"140707023"	241	192	10	674	0	3	0	.65727	.34273	.544018	443	478	.2886905	.7113096	.5310345	.3959108	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"CENTRO DE EDUCACION INICIAL BOLIVARIANO SIMON BOLIVAR"	"140707024"	92	42	2	175	0	0	0	.7771429	.2228571	.6764706	136	129	.2134146	.7865853	.4488189		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"ESCUELA PRIMARIA PARADERO"	"140707025"	126	62	3	220	0	0	0	.8681818	.1318182	.6596859	191	192	.04	.96	.3387978		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"CENTRO DE VOTACIÃN BRISAS DE SARRAPIAL RENACER 2"	"140707026"	289	199	13	708	1	4	0	.7090396	.2909604	.5768463	501	542	.1143791	.8856209	.5515873		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"CENTRO DE VOTACION BRISAS DE ORIENTE"	"140707027"	185	56	2	360	1	1	0	.6777778	.3222222	.7613169	243	294	.1810585	.8189415	.2897527		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. BOQUERON"	"CENTRO DE VOTACION MONTE CRISTO"	"140707028"	206	28	6	325	0	3	0	.7384616	.2615384	.8583333	240	263	.1882716	.8117284	.2274678		
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA FEDERICO HANDS"	"140708001"	798	988	41	2770	3	17	0	.6606498	.3393502	.4367816	1827	2060	.2611191	.7388809	.6120301	.5364865	.0258732
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BÃSICA GREGORIO RONDÃN"	"140708002"	1037	1046	60	3232	4	19	0	.6642945	.3357055	.4839011	2143	2364	.2598622	.7401378	.5758772	.4709527	.0147783
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA TECNICA INDUSTRIAL MATURIN (ETI)"	"140708003"	885	639	30	2304	1	8	0	.6749132	.3250868	.5694981	1554	1691	.2586585	.7413415	.5563077	.4655832	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"JARDIN DE INFANCIA SOLEDAD CLAVIER"	"140708004"	513	670	21	1826	1	5	0	.6599123	.3400877	.4260797	1204	1461	.2098432	.7901568	.6428571	.6068314	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA SIMON RODRIGUEZ"	"140708005"	720	582	21	1956	1	8	0	.6768916	.3231084	.5442177	1323	1489	.2391415	.7608585	.5225352	.4178638	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA FRANCISCO DE MIRANDA"	"140708006"	600	534	18	1647	1	3	0	.7000607	.2999393	.5208333	1152	1229	.2111682	.7888318	.5803723	.4244139	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"LICEO RAFAEL MARIA PEÃA SAAVEDRA"	"140708007"	357	606	22	1491	0	8	0	.6606305	.3393695	.3624366	985	1210	.1746248	.8253752	.6964746	.6269621	.0325407
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE"	"140708008"	933	2217	64	5196	2	23	0	.6189377	.3810623	.2902925	3214	4149	.1879037	.8120963	.7644147	.6784964	.0374376
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"CENTRO DE EDUCACIÃN INICIAL BOLIVARIANO CECILIA NÃÃEZ SUCRE"	"140708009"	456	399	16	1333	2	2	0	.6549137	.3450863	.5235361	871	1014	.2571429	.7428571	.508316	.5135135	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA BOLIVARIANA PEDRO MAXIMO CAMPOS"	"140708010"	636	387	21	1530	2	9	0	.6836601	.3163399	.6091954	1044	1162	.2355263	.7644737	.5328014	.4373957	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"INSTITUTO NACIONAL DE COOPERACIÃN EDUCATIVA (INCES)"	"140708011"	749	588	30	2040	3	9	0	.6715686	.3284314	.5479152	1367	1407	.2340773	.7659227	.5603257	.4932886	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA PABLO EMILIO CASTILLO"	"140708014"	1011	1213	45	3495	2	8	0	.6497854	.3502146	.4455707	2269	2671	.2307028	.7692972	.6232612	.5231579	.0217707
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"CENTRO DE EDUCACIÃN INICIAL DOÃA FAUSTINA SAEZ DE ALFARO"	"140708015"	429	542	21	1469	6	8	0	.6793737	.3206263	.4324597	992	1176	.1961723	.8038278	.6213592	.5381558	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA CECILIO ACOSTA"	"140708016"	1018	892	49	2986	4	16	0	.6574012	.3425988	.5196529	1959	2163	.2692568	.7307432	.5261122	.4366438	.0280374
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"COMPLEJO EDUCATIVO NACIONAL ANDRES BELLO"	"140708017"	1220	934	37	3405	3	12	0	.6443465	.3556535	.5568234	2191	2053	.2665237	.7334763	.5091463	.4058824	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÃA"	"140708018"	1526	875	63	3964	5	14	0	.6228557	.3771443	.6193182	2464	2668	.302666	.6973341	.4498797	.3361399	.0282828
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA PRIMERO DE MAYO"	"140708019"	1622	994	67	4227	3	23	0	.6354389	.3645611	.6045471	2683	3090	.2717417	.7282583	.4791019	.3632653	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA NACIONAL MEREYAL"	"140708020"	577	317	17	1360	0	4	0	.6698529	.3301471	.6333699	911	1019	.2372755	.7627245	.4505607	.333638	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"UNIDAD EDUCATIVA JESUS DE NAZARETH"	"140708021"	1034	356	19	2112	0	7	0	.6671401	.3328599	.7338538	1409	1553	.2442822	.7557178	.3499309	.2724515	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"BASE DE MISION SOCIALES LA CONSTITUYENTE"	"140708022"	392	82	18	696	0	1	0	.7068965	.2931035	.796748	492	455	.2743222	.7256778	.300231	.21	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"LICEO NACIONAL PABLO NERUDA"	"140708023"	722	599	22	2064	4	5	0	.6526163	.3473837	.5376024	1343	1577	.2497621	.7502379	.5506287	.4270833	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"COMPLEJO EDUCATIVO CREACION EL PARQUECITO"	"140708025"	529	253	9	1137	1	0	0	.6965699	.3034301	.6687737	791	894	.1805683	.8194317	.4318182	.3707006	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA 4 DE FEBRERO"	"140708026"	252	70	7	446	0	2	0	.7376682	.2623318	.7659575	329	371	.1392111	.8607889	.2994505	.1802721	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA DOCTOR ERNESTO CHE GUEVARA"	"140708027"	242	35	8	409	0	1	0	.6968215	.3031785	.8491228	285	284	.2565445	.7434555	.2537879	.196	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA BASICA DANILO ANDERSON"	"140708028"	213	35	4	357	0	1	0	.7058824	.2941176	.8452381	252	276	.1976744	.8023256	.1780303	.1872659	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"ESCUELA NACIONAL INICIAL SIMONCITO LA FLORECITA"	"140708029"	221	143	13	581	0	4	0	.6488813	.3511187	.5862069	377	421	.2535461	.7464539	.4769231	.3882064	
"EDO. MONAGAS"	"MP. MATURIN"	"PQ. LAS COCUIZAS"	"CENTRO DE NIÃO Y FAMILIA AGUSTIN SALAZAR"	"140708030"	535	267	15	1221	1	3	0	.6699427	.3300573	.6548347	817	913	.2282333	.7717667	.4370629	.361771	.0314961
